screening_id,candidate_identity,known_item,title,source,year,doi,identifier,ai_term_hits,writing_term_hits,screening_decision,screening_reason,reviewer_1,reviewer_2,adjudication,exclusion_code,full_text_url,full_text_verified,screening_notes,selected_for_manual_review
S-9315,doi:10 18653 v1 2025 findings acl 1024,no,{P}rune{V}id: Visual Token Pruning for Efficient Video Large Language Models,manual-import,2025,10.18653/v1/2025.findings-acl.1024,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9316,doi:10 18653 v1 2026 findings acl 1539,no,{P}seudo{GD}: Enhancing Spatial Reasoning in Vision-Language Models through Pseudo Geometric Knowledge Distillation,manual-import,2026,10.18653/v1/2026.findings-acl.1539,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9317,doi:10 18653 v1 2026 findings acl 384,no,{P}sy{S}core: A Psychometrically-Aware Framework for Trait-Adaptive Essay Scoring and {ZPD}-Scaffolded Feedback,manual-import,2026,10.18653/v1/2026.findings-acl.384,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9318,doi:10 18653 v1 2026 findings acl 1971,no,{P}sych{E}thics{B}ench: Evaluating Large Language Models Against {A}ustralian Mental Health Ethics,manual-import,2026,10.18653/v1/2026.findings-acl.1971,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9319,doi:10 18653 v1 2024 nlp4science 1 4,no,{P}sycho{L}ex: Unveiling the Psychological Mind of Large Language Models,manual-import,2024,10.18653/v1/2024.nlp4science-1.4,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9320,doi:10 18653 v1 2024 findings acl 16,no,{P}-{TA}: Using Proximal Policy Optimization to Enhance Tabular Data Augmentation via Large Language Models,manual-import,2024,10.18653/v1/2024.findings-acl.16,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9321,doi:10 18653 v1 2023 acl long 721,no,{P}u{M}er: Pruning and Merging Tokens for Efficient Vision Language Models,manual-import,2023,10.18653/v1/2023.acl-long.721,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9322,doi:10 18653 v1 2025 emnlp main 944,no,{P}un{M}eme{CN}: A Benchmark to Explore Vision-Language Models' Understanding of {C}hinese Pun Memes,manual-import,2025,10.18653/v1/2025.emnlp-main.944,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9323,doi:10 18653 v1 2024 findings acl 962,no,{P}uzzle{VQA}: Diagnosing Multimodal Reasoning Challenges of Language Models with Abstract Visual Patterns,manual-import,2024,10.18653/v1/2024.findings-acl.962,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9324,doi:10 18653 v1 2025 acl long 562,no,{P}wn{GPT}: Automatic Exploit Generation Based on Large Language Models,manual-import,2025,10.18653/v1/2025.acl-long.562,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9325,title:p y tod programmable task oriented dialogue execution feedback,no,{P}y{TOD}: Programmable Task-Oriented Dialogue with Execution Feedback,manual-import,2025,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9326,doi:10 18653 v1 2026 findings acl 1869,no,{P}yra{M}ath{B}ench: Evaluating and Improving Mathematical Capability in Large Language Models,manual-import,2026,10.18653/v1/2026.findings-acl.1869,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9327,doi:10 18653 v1 2024 findings acl 541,no,P4: Plug-and-Play Discrete Prompting for Large Language Models Personalization,manual-import,2024,10.18653/v1/2024.findings-acl.541,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9328,doi:10 1016 j jval 2023 09 058,no,P44 Seeing it in the Flesch: Comparing Readability Between AI-Generated and Human-Written Plain-Language Abstracts,crossref,2023,10.1016/j.jval.2023.09.058,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9329,title:pac b ayesian approach minimum perplexity language modeling,no,A {PAC}-{B}ayesian Approach to Minimum Perplexity Language Modeling,manual-import,2014,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9330,doi:10 18653 v1 2023 emnlp main 748,no,{PAC}-tuning: Fine-tuning Pre-trained Language Models with {PAC}-driven Perturbed Gradient Descent,manual-import,2023,10.18653/v1/2023.emnlp-main.748,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9331,title:pacar automated fact checking planning customized action reasoning using large language models,no,{PACAR}: Automated Fact-Checking with Planning and Customized Action Reasoning Using Large Language Models,manual-import,2024,,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9332,doi:10 18653 v1 2024 findings acl 436,no,{PACE}: Improving Prompt with Actor-Critic Editing for Large Language Model,manual-import,2024,10.18653/v1/2024.findings-acl.436,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9333,title:pai at s em e val 2025 task 11 large language model ensemble strategy text based emotion detection,no,{PAI} at {S}em{E}val-2025 Task 11: A Large Language Model Ensemble Strategy for Text-Based Emotion Detection,manual-import,2025,,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9334,doi:10 18653 v1 2022 emnlp industry 40,no,{PAIGE}: Personalized Adaptive Interactions Graph Encoder for Query Rewriting in Dialogue Systems,manual-import,2022,10.18653/v1/2022.emnlp-industry.40,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9335,title:pair language models deriving alternative pronunciations spellings from pronunciation dictionaries,no,Pair Language Models for Deriving Alternative Pronunciations and Spellings from Pronunciation Dictionaries,manual-import,2013,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9336,doi:10 32614 cran package pairwisellm,no,pairwiseLLM: Pairwise Comparison Tools for Large Language Model-Based Writing Evaluation,crossref,2025,10.32614/cran.package.pairwisellm,,3,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9337,doi:10 18653 v1 2025 naacl long 497,no,Palette of Language Models: A Solver for Controlled Text Generation,manual-import,2025,10.18653/v1/2025.naacl-long.497,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9338,doi:10 18653 v1 2024 emnlp main 1030,no,{PALM}: Few-Shot Prompt Learning for Audio Language Models,manual-import,2024,10.18653/v1/2024.emnlp-main.1030,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9339,doi:10 18653 v1 2020 emnlp main 700,no,{PALM}: Pre-training an Autoencoding{\&}Autoregressive Language Model for Context-conditioned Generation,manual-import,2020,10.18653/v1/2020.emnlp-main.700,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9340,doi:10 18653 v1 2022 findings emnlp 281,no,{PALT}: Parameter-Lite Transfer of Language Models for Knowledge Graph Completion,manual-import,2022,10.18653/v1/2022.findings-emnlp.281,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9341,doi:10 18653 v1 2024 emnlp main 670,no,{PANDA}: Persona Attributes Navigation for Detecting and Alleviating Overuse Problem in Large Language Models,manual-import,2024,10.18653/v1/2024.emnlp-main.670,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9342,title:pandoc filters document abstract syntax tree,no,Pandoc Filters and Document Abstract Syntax Tree,local-bibliography,2026,,,0,0,auto-exclude-low-relevance-but-retain,No configured AI or writing terms in title/abstract; a reviewer may overturn this exclusion.,,,,,,no,,no
S-9343,doi:10 18653 v1 2025 acl long 250,no,Pandora{'}s Box or Aladdin{'}s Lamp: A Comprehensive Analysis Revealing the Role of {RAG} Noise in Large Language Models,manual-import,2025,10.18653/v1/2025.acl-long.250,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9344,doi:10 18653 v1 w19 5040,no,"{PANLP} at {MEDIQA} 2019: Pre-trained Language Models, Transfer Learning and Knowledge Distillation",manual-import,2019,10.18653/v1/W19-5040,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9345,doi:10 18653 v1 p18 2042,no,Paper Abstract Writing through Editing Mechanism,manual-import,2018,10.18653/v1/P18-2042,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9346,doi:10 2139 ssrn 7148918,no,PaperKit: An AI-Assisted Academic Writing Framework with Git-Based Phase Awareness,crossref,2026,10.2139/ssrn.7148918,,0,4,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9347,doi:10 18653 v1 2025 naacl long 173,no,{PAPILLON}: Privacy Preservation from {I}nternet-based and Local Language Model Ensembles,manual-import,2025,10.18653/v1/2025.naacl-long.173,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9348,title:paradigm shift future machine translation lies large language models,no,A Paradigm Shift: The Future of Machine Translation Lies with Large Language Models,manual-import,2024,,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9349,doi:10 18653 v1 2026 semeval 1 100,no,Paradise at {S}em{E}val-2026 Task 12: Leveraging Instruction-Tuned Large Language Models with Chain-of-Thought Prompting for Abductive Event Reasoning,manual-import,2026,10.18653/v1/2026.semeval-1.100,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9350,doi:10 18653 v1 2024 findings acl 599,no,{PARADISE}: Evaluating Implicit Planning Skills of Language Models with Procedural Warnings and Tips Dataset,manual-import,2024,10.18653/v1/2024.findings-acl.599,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9351,doi:10 18653 v1 2023 acl long 352,no,Parallel Context Windows for Large Language Models,manual-import,2023,10.18653/v1/2023.acl-long.352,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9352,doi:10 18653 v1 2020 acl main 756,no,Parallel Corpus Filtering via Pre-trained Language Models,manual-import,2020,10.18653/v1/2020.acl-main.756,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9353,title:parallel recurrent neural network language modeling pos tags,no,A Parallel Recurrent Neural Network for Language Modeling with {POS} Tags,manual-import,2017,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9354,doi:10 18653 v1 2026 findings acl 357,no,"Parallelism and Generation Order in Masked Diffusion Language Models: Limits Today, Potential Tomorrow",manual-import,2026,10.18653/v1/2026.findings-acl.357,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9355,doi:10 18653 v1 2026 acl long 1922,no,Paramanu: Compact and Competitive Monolingual Language Models for Low-Resource Morphologically Rich {I}ndian Languages,manual-import,2026,10.18653/v1/2026.acl-long.1922,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9356,doi:10 18653 v1 2023 findings emnlp 483,no,Parameter-Efficient Cross-lingual Transfer of Vision and Language Models via Translation-based Alignment,manual-import,2023,10.18653/v1/2023.findings-emnlp.483,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9357,doi:10 18653 v1 2021 findings emnlp 325,no,Parameter-Efficient Domain Knowledge Integration from Multiple Sources for Biomedical Pre-trained Language Models,manual-import,2021,10.18653/v1/2021.findings-emnlp.325,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9358,doi:10 18653 v1 2025 acl long 1514,no,A Parameter-Efficient and Fine-Grained Prompt Learning for Vision-Language Models,manual-import,2025,10.18653/v1/2025.acl-long.1514,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9359,title:parameter efficient fine tuning large language models via deconvolution subspace,no,Parameter-Efficient Fine-Tuning of Large Language Models via Deconvolution in Subspace,manual-import,2025,,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9360,doi:10 18653 v1 2024 naacl long 410,no,Parameter-Efficient Instruction Tuning of Large Language Models For Extreme Financial Numeral Labelling,manual-import,2024,10.18653/v1/2024.naacl-long.410,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9361,doi:10 18653 v1 2023 eacl main 172,no,Parameter-Efficient {K}orean Character-Level Language Modeling,manual-import,2023,10.18653/v1/2023.eacl-main.172,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9362,doi:10 18653 v1 2023 emnlp main 307,no,Parameter-Efficient Language Model Tuning with Active Learning in Low-Resource Settings,manual-import,2023,10.18653/v1/2023.emnlp-main.307,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9363,title:parameter efficient mixture experts architecture pre trained language models,no,Parameter-Efficient Mixture-of-Experts Architecture for Pre-trained Language Models,manual-import,2022,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9364,doi:10 18653 v1 2024 gebnlp 1 1,no,A Parameter-Efficient Multi-Objective Approach to Mitigate Stereotypical Bias in Language Models,manual-import,2024,10.18653/v1/2024.gebnlp-1.1,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9365,doi:10 18653 v1 2023 emnlp main 22,no,Parameter-efficient Tuning for Large Language Model without Calculating Its Gradients,manual-import,2023,10.18653/v1/2023.emnlp-main.22,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9366,title:parameter estimation constrained context free language models,no,Parameter Estimation for Constrained Context-Free Language Models,manual-import,1992,,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9367,doi:10 18653 v1 2025 naacl long 33,no,Parameter-free and Accessible Prompt Learning to Enhance Adversarial Robustness for Pre-trained Vision-Language Models,manual-import,2025,10.18653/v1/2025.naacl-long.33,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9368,title:parameterized complexity l inear c ontext f ree r ewriting s ystems,no,On the Parameterized Complexity of {L}inear {C}ontext-{F}ree {R}ewriting {S}ystems,manual-import,2013,,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9369,doi:10 18653 v1 2026 findings acl 1935,no,Parametric Knowledge is Not All You Need: Toward Honest Large Language Models via Retrieval of Pretraining Data,manual-import,2026,10.18653/v1/2026.findings-acl.1935,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9370,doi:10 18653 v1 2024 naacl long 153,no,Paraphrase and Solve: Exploring and Exploiting the Impact of Surface Form on Mathematical Reasoning in Large Language Models,manual-import,2024,10.18653/v1/2024.naacl-long.153,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9371,title:paraphrases et modifications locales dans l historique des r e visions de wikip e dia paraphrases local changes revision history w ikipedia,no,Paraphrases et modifications locales dans l{'}historique des r{\'e}visions de Wikip{\'e}dia (Paraphrases and local changes in the revision history of {W}ikipedia),manual-import,2011,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9372,identifier:arxiv 2303 13408,no,"Paraphrasing evades detectors of {AI}-generated text, but retrieval is an effective defense",local-bibliography,2023,,arXiv:2303.13408,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9373,doi:10 18653 v1 d19 5623,no,Paraphrasing with Large Language Models,manual-import,2019,10.18653/v1/D19-5623,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9374,doi:10 18653 v1 2026 findings acl 976,no,Pardon? Evaluating Conversational Repair in Large Audio-Language Models,manual-import,2026,10.18653/v1/2026.findings-acl.976,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9375,doi:10 18653 v1 2025 acl long 571,no,Parenting: Optimizing Knowledge Selection of Retrieval-Augmented Language Models with Parameter Decoupling and Tailored Tuning,manual-import,2025,10.18653/v1/2025.acl-long.571,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9376,doi:10 18653 v1 2024 acl long 525,no,Parrot: Enhancing Multi-Turn Instruction Following for Large Language Models,manual-import,2024,10.18653/v1/2024.acl-long.525,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9377,title:parser which learns application order rewriting rules,no,Parser Which Learns the Application Order of Rewriting Rules,manual-import,1982,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9378,title:parsers as language models statistical machine translation,no,Parsers as language models for statistical machine translation,manual-import,2008,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9379,doi:10 1162 coli a 00295,no,Parsing Argumentation Structures in Persuasive Essays,manual-import,2017,10.1162/COLI_a_00295,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9380,title:parsing argumentative structure e nglish as foreign language essays,no,Parsing Argumentative Structure in {E}nglish-as-Foreign-Language Essays,manual-import,2021,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9381,doi:10 18653 v1 d16 1257,no,Parsing as Language Modeling,manual-import,2016,10.18653/v1/D16-1257,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9382,title:parsing linear context free rewriting systems,no,Parsing Linear Context-Free Rewriting Systems,manual-import,2005,,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9383,doi:10 1162 coli a 00254,no,Parsing Linear Context-Free Rewriting Systems with Fast Matrix Multiplication,manual-import,2016,10.1162/COLI_a_00254,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9384,title:parsing pretrained language models multiple datasets dataset embeddings,no,"Parsing with Pretrained Language Models, Multiple Datasets, and Dataset Embeddings",manual-import,2021,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9385,title:part speech tagging p ortuguese using hidden m arkov models character language model emissions,no,Part-of-Speech Tagging of {P}ortuguese Using Hidden {M}arkov Models with Character Language Model Emissions,manual-import,2011,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9386,doi:10 18653 v1 2025 acl long 200,no,Past Meets Present: Creating Historical Analogy with Large Language Models,manual-import,2025,10.18653/v1/2025.acl-long.200,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9387,doi:10 18653 v1 2023 emnlp main 148,no,"The Past, Present and Better Future of Feedback Learning in Large Language Models for Subjective Human Preferences and Values",manual-import,2023,10.18653/v1/2023.emnlp-main.148,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9388,doi:10 18653 v1 2026 findings eacl 271,no,{PATCH}: Mitigating {PII} Leakage in Language Models with Privacy-Aware Targeted Circuit {P}atc{H}ing,manual-import,2026,10.18653/v1/2026.findings-eacl.271,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9389,title:patch p sychometrics ssis t ed b en ch marking large language models against human populations case study proficiency 8th grade mathematics,no,{PATCH}! {P}sychometrics-{A}ssis{T}ed {B}en{CH}marking of Large Language Models against Human Populations: A Case Study of Proficiency in 8th Grade Mathematics,manual-import,2025,,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9390,doi:10 18653 v1 2026 acl long 559,no,Patches of Nonlinearity: Instruction Vectors in Large Language Models,manual-import,2026,10.18653/v1/2026.acl-long.559,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9391,doi:10 1162 tacl a 00756,no,Patchwise Cooperative Game-based Interpretability Method for Large Vision-language Models,manual-import,2025,10.1162/tacl_a_00756,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9392,title:patent claim translation via continual pre training large language models parallel data,no,Patent Claim Translation via Continual Pre-training of Large Language Models with Parallel Data,manual-import,2025,,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9393,doi:10 18653 v1 2025 naacl long 116,no,Patent-{CR}: A Dataset for Patent Claim Revision,manual-import,2025,10.18653/v1/2025.naacl-long.116,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9394,doi:10 18653 v1 2025 findings emnlp 243,no,Path-enhanced Pre-trained Language Model for Knowledge Graph Completion,manual-import,2025,10.18653/v1/2025.findings-emnlp.243,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9395,doi:10 18653 v1 2022 insights 1 20,no,Pathologies of Pre-trained Language Models in Few-shot Fine-tuning,manual-import,2022,10.18653/v1/2022.insights-1.20,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9396,doi:10 18653 v1 2024 emnlp main 711,no,{PATIENT}-$\psi$: Using Large Language Models to Simulate Patients for Training Mental Health Professionals,manual-import,2024,10.18653/v1/2024.emnlp-main.711,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9397,doi:10 18653 v1 2025 findings emnlp 900,no,{PATIMT}-Bench: A Multi-Scenario Benchmark for Position-Aware Text Image Machine Translation in Large Vision-Language Models,manual-import,2025,10.18653/v1/2025.findings-emnlp.900,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9398,doi:10 18653 v1 2026 findings eacl 219,no,{PATS}: Personality-Aware Teaching Strategies with Large Language Model Tutors,manual-import,2026,10.18653/v1/2026.findings-eacl.219,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9399,doi:10 18653 v1 2022 emnlp main 241,no,{PATS}: Sensitivity-aware Noisy Learning for Pretrained Language Models,manual-import,2022,10.18653/v1/2022.emnlp-main.241,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9400,doi:10 18653 v1 2026 findings acl 1113,no,Pattern Enhanced Multi-Turn Jailbreaking: Exploiting Structural Vulnerabilities in Large Language Models,manual-import,2026,10.18653/v1/2026.findings-acl.1113,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9401,title:patterns enrollment completion,no,Patterns of Enrollment and Completion,nber,1991,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9402,doi:10 18653 v1 2021 findings emnlp 226,no,Patterns of Polysemy and Homonymy in Contextualised Language Models,manual-import,2021,10.18653/v1/2021.findings-emnlp.226,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9403,doi:10 1007 978 3 032 04294 1 5,no,Patterns for Startup Pitch Video Creation with Generative AI Support,crossref,2025,10.1007/978-3-032-04294-1_5,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9404,doi:10 1016 s1060 3743 00 00027 8,no,Patterns of Teacher Response to Student Writing in a Multiple-Draft Composition Classroom: Is Content Feedback Followed by Form Feedback the Best Method?,crossref,2000,10.1016/s1060-3743(00)00027-8,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9405,doi:10 18653 v1 2023 acl long 387,no,Patton: Language Model Pretraining on Text-Rich Networks,manual-import,2023,10.18653/v1/2023.acl-long.387,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-9406,doi:10 18653 v1 2026 findings acl 1155,no,Pause or Fabricate? Training Language Models for Grounded Reasoning,manual-import,2026,10.18653/v1/2026.findings-acl.1155,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
